"","region","population","sex","age","education","income","statusquo","vote"
"397","Centre",15000,"Female","26-34","Primary",15000,-1.12193,"Undecided"
"398","Centre",15000,"Male","26-34","Primary",35000,1.19153,"Undecided"
"399","Centre",15000,"Male","18-25","Primary",35000,-0.72868,"No"
"400","Centre",15000,"Male","45-54","Primary",7500,-1.09392,"No"
"401","Centre",15000,"Male","26-34","Secondary",35000,0.6118,"Undecided"
"402","Centre",15000,"Male","45-54","Primary",35000,0.00078,NA
"403","Centre",15000,"Male","26-34","Secondary",35000,-1.18933,"No"
"404","Centre",15000,"Female","18-25","Secondary",7500,-0.89654,"Abstain"
"405","Centre",15000,"Female","35-44","Secondary",35000,-0.29904,"Abstain"
"406","Centre",15000,"Male","65+","Post Secondary",15000,1.29276,"Yes"
"407","Centre",15000,"Male","35-44","Secondary",35000,1.10717,"Yes"
"408","Centre",15000,"Male","18-25","Post Secondary",125000,0.4198,"No"
"409","Centre",15000,"Female","18-25","Post Secondary",125000,0.30914,"Undecided"
"410","Centre",15000,"Female","55-64","Primary",7500,1.25272,"Yes"
"411","Centre",15000,"Male","18-25","Post Secondary",35000,1.44401,"Yes"
"412","Centre",15000,"Male","65+","Primary",7500,-0.9845,"Undecided"
"413","Centre",15000,"Male","55-64","Primary",2500,-0.64767,"No"
"414","Centre",15000,"Female","26-34","Secondary",7500,0.11608,"Undecided"
"415","Centre",15000,"Female","55-64","Primary",2500,1.44738,"Yes"
"416","Centre",15000,"Male","35-44","Primary",7500,-0.59124,"Undecided"
"417","Centre",15000,"Male","26-34","Primary",2500,1.13733,"Undecided"
"418","Centre",15000,"Female","55-64","Primary",7500,-1.29617,"No"
"419","Centre",15000,"Female","26-34","Primary",15000,-0.27875,"Undecided"
"420","Centre",15000,"Female","55-64","Primary",2500,-1.09626,"Undecided"
"421","Centre",250000,"Female","35-44","Secondary",200000,-1.11826,"No"
"422","Centre",250000,"Female","35-44","Secondary",75000,1.05576,"Undecided"
"423","Centre",250000,"Male","65+","Primary",75000,1.46885,"Yes"
"424","Centre",250000,"Male","18-25","Secondary",35000,1.06974,"Abstain"
"425","Centre",250000,"Female","35-44","Secondary",75000,-1.10254,NA
"426","Centre",250000,"Male","18-25","Secondary",35000,-1.25795,"No"
"427","Centre",250000,"Female","26-34","Secondary",35000,-1.29617,"No"
"428","Centre",250000,"Female","55-64","Primary",15000,-1.29617,"No"
"429","Centre",250000,"Male","26-34","Primary",2500,-1.29617,"No"
"430","Centre",250000,"Male","35-44","Primary",15000,0.75644,"Yes"
"431","Centre",250000,"Female","35-44","Secondary",35000,1.22853,"Yes"
"432","Centre",250000,"Female","18-25","Secondary",7500,-1.29617,"No"
"433","Centre",250000,"Male","18-25","Secondary",35000,-1.1113,"No"
"434","Centre",250000,"Female","18-25","Secondary",15000,-0.18302,"Undecided"
"435","Centre",250000,"Male","55-64","Secondary",15000,-1.29617,"No"
"436","Centre",250000,"Female","26-34","Secondary",35000,-0.21633,"No"
"437","Centre",250000,"Female","45-54","Secondary",7500,0.29811,"Undecided"
"438","Centre",250000,"Male","35-44","Post Secondary",35000,-1.18151,"No"
"439","Centre",250000,"Female","65+","Secondary",35000,-1.03066,"Undecided"
"440","Centre",250000,"Male","18-25","Secondary",35000,0.76551,"Abstain"
"441","Centre",250000,"Female","55-64","Secondary",15000,0.26703,"Yes"
"442","Centre",250000,"Female","18-25","Secondary",15000,-1.21132,"Abstain"
"443","Centre",250000,"Male","45-54","Primary",15000,-1.29617,"Abstain"
"444","Centre",250000,"Male","18-25","Primary",7500,0.11608,"Abstain"
"445","Centre",250000,"Female","26-34","Primary",7500,0.11608,"Undecided"
"446","Centre",250000,"Male","26-34","Primary",7500,-0.96845,"No"
"447","Centre",250000,"Female","35-44","Secondary",7500,0.29811,"Undecided"
"448","Centre",250000,"Female","18-25","Primary",2500,-0.93017,"No"
"449","Centre",250000,"Female","35-44","Secondary",2500,-1.27556,"Undecided"
"450","Centre",250000,"Male","55-64","Primary",35000,-0.91779,"Abstain"
"451","Centre",250000,"Female","55-64",NA,75000,1.29824,"Yes"
"452","Centre",250000,"Female","26-34","Secondary",15000,0.31346,"Undecided"
"453","Centre",250000,"Female","35-44","Post Secondary",NA,-0.63279,NA
"454","Centre",250000,"Male","26-34","Primary",7500,-1.29617,"No"
"455","Centre",250000,"Male","35-44","Secondary",7500,1.37208,"Yes"
"456","Centre",250000,"Male","26-34","Secondary",2500,-1.29617,"No"
"457","Centre",250000,"Female","26-34","Post Secondary",15000,-1.29617,"No"
"458","Centre",250000,"Female","35-44","Primary",35000,-0.56792,"Yes"
"459","Centre",250000,"Male","65+","Secondary",35000,-0.94371,"No"
"460","Centre",250000,"Male","45-54","Secondary",75000,0.53491,"Yes"
"461","Centre",250000,"Female","26-34","Secondary",75000,-1.27876,"No"
"462","Centre",250000,"Male","65+","Primary",2500,1.47262,"Yes"
"463","Centre",250000,"Male","26-34","Primary",7500,1.1925,"Undecided"
"464","Centre",250000,"Female","18-25","Secondary",7500,-1.33198,"No"
"465","Centre",250000,"Female","65+","Secondary",75000,0.73645,"Undecided"
"466","Centre",250000,"Male","26-34","Post Secondary",75000,-1.29617,"No"
"467","Centre",250000,"Female","35-44","Secondary",7500,0.2074,"Abstain"
"468","Centre",250000,"Male","65+","Secondary",35000,-1.29617,"No"
"469","Centre",250000,"Female","65+","Primary",35000,-1.29617,"No"
"470","Centre",250000,"Female","26-34","Secondary",15000,-1.29617,"No"
"471","Centre",250000,"Male","55-64","Secondary",15000,1.09519,"Yes"
"472","Centre",250000,"Female","18-25","Secondary",35000,-0.65599,"No"
"473","Centre",250000,"Female","35-44","Secondary",15000,-0.85881,"No"
"474","Centre",250000,"Male","65+","Secondary",35000,-1.29617,"No"
"475","Centre",250000,"Male","18-25","Post Secondary",15000,-1.03486,"No"
"476","Centre",250000,"Female","18-25","Primary",7500,0.4159,"Yes"
"477","Centre",250000,"Male","18-25","Secondary",35000,-0.75072,"No"
"478","Centre",250000,"Male","35-44","Primary",35000,-1.29617,"No"
"479","Centre",250000,"Female","35-44","Primary",15000,-1.00723,"Yes"
"480","Centre",250000,"Female","18-25","Primary",15000,0.03479,"Yes"
"481","Centre",250000,"Male","18-25","Secondary",7500,0.04881,"Undecided"
"482","Centre",250000,"Female","26-34","Primary",35000,0.54258,"Undecided"
"483","Centre",250000,"Female","35-44","Secondary",35000,1.23905,"Undecided"
"484","Centre",250000,"Female","26-34","Secondary",35000,0.58567,"Undecided"
"485","Centre",250000,"Male","65+","Primary",35000,-0.69434,"No"
"486","Centre",250000,"Female","18-25","Primary",35000,-1.1824,"No"
"487","Centre",250000,"Female","45-54","Primary",35000,0.127,"Yes"
"488","Centre",250000,"Male","18-25","Secondary",35000,-1.07569,"No"
"489","Centre",250000,"Male","55-64","Post Secondary",125000,-0.64344,"No"
"490","Centre",250000,"Male","18-25","Secondary",75000,-0.98357,"Undecided"
"491","Centre",250000,"Male","26-34","Secondary",35000,-1.15421,"No"
"492","Centre",250000,"Female","65+","Primary",35000,0.04406,"Undecided"
"493","Centre",250000,"Female","18-25","Secondary",35000,1.30163,"Yes"
"494","Centre",250000,"Male","35-44","Post Secondary",75000,0.86302,"Yes"
"495","Centre",250000,"Male","26-34","Secondary",35000,0.87325,"Yes"
"496","Centre",250000,"Male","55-64","Secondary",35000,-0.84928,"No"
"497","Centre",250000,"Female","55-64","Primary",35000,-1.0169,"Undecided"
"498","Centre",250000,"Female","45-54","Secondary",15000,0.27927,"Abstain"
"499","Centre",250000,"Female","18-25","Secondary",75000,0.14576,"Abstain"
"500","Centre",250000,"Male","26-34","Post Secondary",200000,-0.22146,"Yes"
"501","Centre",250000,"Male","55-64","Primary",15000,-1.29617,"No"
"502","Centre",250000,"Male","18-25","Secondary",2500,-1.22301,"No"
"503","Centre",250000,"Male","18-25","Secondary",2500,-1.30351,"Yes"
"504","Centre",250000,"Female","26-34","Secondary",7500,-1.25795,"No"
"505","Centre",250000,"Female","35-44","Primary",75000,1.50846,"Yes"
"506","Centre",250000,"Female","26-34","Post Secondary",35000,-0.97459,"No"
"507","Centre",250000,"Male","26-34","Post Secondary",35000,-0.27603,"Abstain"
"508","Centre",250000,"Male","55-64","Post Secondary",200000,0.84207,"Yes"
"509","Centre",250000,"Female","45-54","Post Secondary",15000,1.38659,"Yes"
"510","Centre",250000,"Female","26-34","Post Secondary",125000,-0.8109,"No"
"511","Centre",250000,"Female","55-64","Primary",7500,-1.29617,"No"
"512","Centre",250000,"Female","26-34","Secondary",35000,1.34452,"Yes"
"513","Centre",250000,"Male","65+","Primary",2500,-1.17732,"No"
"514","Centre",250000,"Female","55-64","Primary",15000,-1.29617,"No"
"515","Centre",250000,"Male","26-34","Primary",7500,-1.29617,"No"
"516","Centre",250000,"Female","35-44","Post Secondary",35000,-1.29617,"No"
"517","Centre",250000,"Female","26-34","Secondary",200000,1.23437,"Yes"
"518","Centre",250000,"Male","18-25","Secondary",125000,-0.80253,"No"
"519","Centre",250000,"Male","65+","Secondary",75000,1.39831,"Yes"
"520","Centre",250000,"Male","55-64","Secondary",200000,1.3094,"Yes"
"521","Centre",250000,"Male","45-54","Secondary",200000,-0.54021,"No"
"522","Centre",250000,"Female","65+","Secondary",35000,-0.13432,"Undecided"
"523","Centre",250000,"Female","18-25","Post Secondary",75000,-1.06935,"No"
"524","Centre",250000,"Female","26-34","Post Secondary",35000,-0.1658,"Yes"
"525","Centre",250000,"Male","26-34","Post Secondary",75000,1.13365,"Yes"
"526","Centre",250000,"Male","26-34","Secondary",15000,-0.32557,"Undecided"
"527","Centre",250000,"Female","45-54","Secondary",35000,-0.90844,"No"
"528","Centre",250000,"Female","65+","Secondary",35000,-1.19739,"No"
"529","Centre",250000,"Female","18-25","Post Secondary",200000,-1.1886,"No"
"530","Centre",250000,"Male","18-25","Post Secondary",75000,-0.12758,"Undecided"
"531","Centre",250000,"Male","45-54","Secondary",15000,0.29255,"Undecided"
"532","Centre",250000,"Male","65+","Post Secondary",35000,1.5877,"Yes"
"533","Centre",250000,"Female","35-44","Secondary",7500,-1.29629,"No"
"534","Centre",250000,"Male","18-25","Secondary",75000,-0.68517,"No"
"535","Centre",250000,"Female","18-25","Secondary",15000,-1.25795,"No"
"536","Centre",250000,"Male","35-44","Primary",2500,-1.29617,"No"
"537","Centre",250000,"Female","26-34","Secondary",15000,-1.25795,"No"
"538","Centre",250000,"Female","18-25","Secondary",15000,-0.08274,"Yes"
"539","Centre",250000,"Male","18-25","Secondary",35000,-0.92488,"Abstain"
"540","Centre",250000,"Female","35-44","Primary",15000,-1.29617,"Undecided"
"541","Centre",8750,"Female","26-34","Secondary",7500,0.3505,"Undecided"
"542","Centre",8750,"Female","35-44","Secondary",15000,0.80306,"Yes"
"543","Centre",8750,"Male","18-25","Secondary",35000,-0.9788,"Undecided"
"544","Centre",8750,"Female","65+","Primary",7500,1.32322,"Yes"
"545","Centre",8750,"Male","65+","Primary",200000,0.51325,"Yes"
"546","Centre",8750,"Male","35-44","Primary",2500,-0.86279,"Undecided"
"547","Centre",8750,"Male","65+","Primary",7500,0.35125,"Undecided"
"548","Centre",8750,"Male","26-34","Primary",15000,1.5877,"Yes"
"549","Centre",8750,"Female","18-25","Primary",15000,1.12054,"Yes"
"550","Centre",8750,"Female","35-44","Primary",2500,1.2206,"Undecided"
"551","Centre",8750,"Male","35-44","Primary",15000,-0.21059,"No"
"552","Centre",8750,"Female","45-54","Primary",35000,1.29609,"Yes"
"553","Centre",8750,"Male","26-34","Secondary",35000,1.48693,"Yes"
"554","Centre",8750,"Male","55-64","Primary",75000,-1.14049,"No"
"555","Centre",8750,"Female","26-34","Secondary",2500,-0.81005,"Abstain"
"556","Centre",8750,"Male","18-25","Secondary",75000,-0.08662,"No"
"557","Centre",8750,"Male","55-64","Primary",75000,0.08005,"Undecided"
"558","Centre",8750,"Female","18-25","Post Secondary",35000,-0.88127,"No"
"559","Centre",8750,"Female","45-54","Primary",2500,-1.13456,"No"
"560","Centre",8750,"Male","35-44","Post Secondary",35000,0.18951,NA
"561","Centre",125000,"Female","35-44","Secondary",35000,-1.18401,"No"
"562","Centre",125000,"Male","55-64","Primary",75000,-0.34932,"Yes"
"563","Centre",125000,"Male","55-64","Secondary",125000,1.33168,"Yes"
"564","Centre",125000,"Male","18-25","Post Secondary",75000,-0.04547,"No"
"565","Centre",125000,"Female","18-25","Secondary",35000,0.58791,"Yes"
"566","Centre",125000,"Male","18-25","Post Secondary",75000,-1.14049,"No"
"567","Centre",125000,"Female","26-34","Secondary",125000,-0.8795,"Abstain"
"568","Centre",125000,"Female","55-64","Secondary",200000,1.21521,"Yes"
"569","Centre",125000,"Male","35-44","Secondary",75000,-0.55437,"No"
"570","Centre",125000,"Female","18-25","Secondary",75000,1.01503,"Undecided"
"571","Centre",125000,"Female","45-54","Primary",15000,-0.5497,"No"
"572","Centre",125000,"Female","18-25","Primary",15000,1.13325,"Undecided"
"573","Centre",125000,"Male","26-34","Secondary",75000,-1.03701,"No"
"574","Centre",125000,"Male","55-64","Secondary",35000,-0.26969,"No"
"575","Centre",125000,"Female","65+","Primary",7500,-1.28897,"Undecided"
"576","Centre",125000,"Male","26-34","Secondary",15000,-0.76805,"Abstain"
"577","Centre",125000,"Female","55-64","Primary",15000,1.00672,"Yes"
"578","Centre",125000,"Female","26-34","Secondary",35000,1.06426,"Abstain"
"579","Centre",125000,"Male","35-44","Primary",15000,-0.13466,"No"
"580","Centre",125000,"Female","26-34","Secondary",35000,-0.18149,"No"
"581","Centre",62500,"Female","18-25","Primary",2500,-1.29617,"No"
"582","Centre",62500,"Female","35-44","Secondary",35000,0.76091,"Yes"
"583","Centre",62500,"Male","18-25","Secondary",75000,0.28186,"Abstain"
"584","Centre",62500,"Female","26-34","Primary",15000,0.00293,"Yes"
"585","Centre",62500,"Male","35-44","Primary",7500,1.43009,"Yes"
"586","Centre",62500,"Male","45-54","Secondary",15000,-0.09579,"Yes"
"587","Centre",62500,"Female","18-25","Secondary",15000,-0.56194,"Yes"
"588","Centre",62500,"Male","26-34","Primary",15000,1.5877,"Yes"
"589","Centre",62500,"Female","65+","Primary",35000,1.40283,"Yes"
"590","Centre",62500,"Male","35-44","Primary",7500,-1.29617,"No"
"591","Centre",62500,"Male","35-44","Post Secondary",7500,-1.22503,"No"
"592","Centre",62500,"Male","18-25","Secondary",7500,-1.26325,NA
"593","Centre",62500,"Female","18-25","Primary",7500,1.43653,"Yes"
"594","Centre",62500,"Female","35-44","Primary",7500,-1.09176,"Undecided"
"595","Centre",62500,"Female","45-54","Primary",2500,-1.29617,"No"
"596","Centre",62500,"Male","18-25","Secondary",15000,-0.60929,"No"
"597","Centre",62500,"Male","55-64","Primary",15000,1.19498,"Yes"
"598","Centre",62500,"Female","18-25","Primary",75000,0.98906,"Abstain"
"599","Centre",62500,"Male","26-34","Primary",15000,0.85118,"Undecided"
"600","Centre",62500,"Female","45-54","Primary",15000,-1.29617,"No"
"601","Centre",175000,"Female","35-44","Secondary",35000,1.24709,"Yes"
"602","Centre",175000,"Female","18-25","Secondary",15000,-0.66475,"Yes"
"603","Centre",175000,"Male","26-34","Secondary",15000,-1.22285,"No"
"604","Centre",175000,"Female","18-25","Post Secondary",35000,-1.29293,"Abstain"
"605","Centre",175000,"Male","35-44","Secondary",35000,-0.5387,"Abstain"
"606","Centre",175000,"Female","26-34","Primary",15000,-0.26213,"Undecided"
"607","Centre",175000,"Male","26-34","Secondary",35000,0.75432,NA
"608","Centre",175000,"Male","35-44","Secondary",35000,1.43793,"Yes"
"609","Centre",175000,"Female","35-44","Primary",2500,-1.21695,"No"
"610","Centre",175000,"Female","45-54","Primary",2500,1.54808,"Yes"
"611","Centre",175000,"Male","18-25","Secondary",75000,0.90752,"Yes"
"612","Centre",175000,"Female","35-44","Secondary",200000,-1.00723,"No"
"613","Centre",175000,"Female","55-64","Secondary",75000,-1.27876,"No"
"614","Centre",175000,"Male","26-34","Post Secondary",125000,-1.25795,"No"
"615","Centre",175000,"Male","45-54","Secondary",75000,0.73356,"Undecided"
"616","Centre",175000,"Female","55-64","Primary",2500,1.46184,"Undecided"
"617","Centre",175000,"Female","26-34","Secondary",7500,-0.49793,"Abstain"
"618","Centre",175000,"Male","18-25","Secondary",35000,-1.05257,"No"
"619","Centre",175000,"Male","35-44","Secondary",15000,-0.6507,"No"
"620","Centre",175000,"Male","45-54","Primary",15000,-0.13599,"Undecided"
"621","Centre",175000,"Male","26-34","Post Secondary",35000,0.6494,"Abstain"
"622","Centre",175000,"Female","18-25","Secondary",7500,-0.98901,"No"
"623","Centre",175000,"Male","26-34","Primary",15000,-1.17312,"No"
"624","Centre",175000,"Female","35-44","Primary",7500,-1.29617,NA
"625","Centre",175000,"Female","45-54","Primary",15000,0.97835,"Yes"
"626","Centre",175000,"Male","18-25","Secondary",15000,-0.79884,"No"
"627","Centre",175000,"Female","18-25","Secondary",15000,0.26893,"Abstain"
"628","Centre",175000,"Female","55-64","Primary",15000,1.51126,"Yes"
"629","Centre",175000,"Female","18-25","Secondary",15000,0.75833,"Yes"
"630","Centre",175000,"Male","35-44","Secondary",125000,1.38337,"Yes"
"631","Centre",175000,"Female","18-25","Post Secondary",15000,-1.07377,"No"
"632","Centre",175000,"Male","26-34","Post Secondary",125000,0.14096,"Undecided"
"633","Centre",175000,"Female","35-44","Secondary",35000,0.92806,"Undecided"
"634","Centre",175000,"Female","35-44","Secondary",75000,0.51058,"Undecided"
"635","Centre",175000,"Male","35-44","Secondary",2500,0.47079,"Undecided"
"636","Centre",175000,"Female","26-34","Secondary",35000,1.11235,"Yes"
"637","Centre",175000,"Male","26-34","Primary",15000,-0.69377,"No"
"638","Centre",175000,"Female","45-54","Primary",15000,-0.93468,"Undecided"
"639","Centre",175000,"Male","65+","Primary",7500,0.55558,"Yes"
"640","Centre",175000,"Male","55-64","Primary",15000,0.7835,"Yes"
"641","Centre",15000,"Female","45-54","Post Secondary",75000,1.30775,"Yes"
"642","Centre",15000,"Female","26-34","Primary",NA,0.07811,"Undecided"
"643","Centre",15000,"Male","18-25","Primary",15000,-0.27405,"Undecided"
